Column1,Column2,assigned_cluster,distance_from_assigned_cluster_centriod,is_outlier
1941.58960221,-1104.98639472,1,141.605577239,0
2009.62043982,-437.866336508,1,529.904435865,0
97.2172576621,171.405859871,0,228.08212104,0
1677.37511209,-1026.29927214,1,298.917353583,0
-50.3367316159,25.2280819122,0,100.702394098,0
1.17545706601,-220.695083557,0,177.851758242,0
1242.15807927,127.160194699,2,903.387461532,0
1407.44172334,1273.28213686,2,452.035989666,0
955.520856025,971.802454592,2,93.2351708245,0
970.136500641,795.259648747,2,224.348608225,0
1043.40369333,818.853326432,2,189.127405068,0
991.337173757,745.041075461,2,267.663532496,0
1125.3792453,820.198549096,2,205.673714722,0
2180.31382109,-1042.27303936,1,223.417079745,0
1754.19996414,-794.217209778,1,276.177037871,0
1997.22824114,-1047.03951552,1,85.1373075587,0
1784.32980387,-1089.4572113,1,222.975837004,0
1904.58646234,-774.802733642,1,202.432263429,0
-76.9578348307,-5.58697152805,0,106.818226038,0
1216.40263147,655.871724467,2,393.167138982,0
2134.34366762,-1049.18444213,1,183.873017428,0
1264.79626743,768.874646326,2,327.182358296,0
1860.18153901,90.7204610488,1,1062.73475566,1
-143.574025091,30.3561235821,0,182.163874593,0
60.6672635825,45.4994462902,0,97.3699610338,0
1047.43561412,941.442236525,2,66.7967397474,0
907.648331376,842.836070295,2,212.540900097,0
1877.00905332,-1062.47318554,1,133.921681262,0
-55.6064879049,-0.094185215934,0,89.8103336751,0
1902.38380674,617.694977219,2,945.258565902,0
2073.44768841,1011.04718136,2,1031.99739816,1
1944.52037337,-900.22565988,1,70.895533149,0
1580.03761915,-1227.77574225,1,469.682974064,0
1697.07206965,-963.072611173,1,273.156662087,0
-35.6637640036,49.0317692137,0,109.924854494,0
-190.611220988,56.9997086192,0,236.038644331,0
-118.568165571,329.18533065,0,399.150167836,0
2169.0695569,544.709991885,2,1219.0674074,1
2118.78243625,-769.3880461,1,246.676812907,0
1832.64475164,-1008.6138486,1,143.924590005,0
2099.64178968,-1195.22136873,1,262.975704446,0
1035.56744426,1519.24013182,2,511.303337849,0
97.5102424009,-17.3028378244,0,79.51948541,0
2049.64266211,-1119.54687216,1,172.607171827,0
1643.26367788,-1525.76186628,1,647.987402682,0
153.100585442,165.408798982,0,246.836430324,0
1536.32671633,997.071086904,2,494.991858299,0
1170.28958094,882.908360794,2,179.55213051,0
94.4195809466,-237.799318954,0,206.522313446,0
96.6197960857,-68.5599292665,0,77.8868953786,0
1097.15857946,851.463935352,2,166.124251838,0
2011.61031401,-443.916128192,1,524.025047289,0
1655.59479635,-1251.24799682,1,424.471482871,0
996.196615706,1122.56022851,2,123.203377791,0
625.208490778,769.414153748,2,479.760642887,0
2185.26548633,-1337.0148009,1,428.574529462,0
129.553170653,-111.642559067,0,126.421377326,0
1167.41231081,1341.79310391,2,356.795009746,0
2248.95111215,1413.4324342,2,1273.75287476,1
1992.99510384,-972.836228377,1,23.7035575211,0
1969.3302109,-1281.72426688,1,315.422311439,0
1150.43728128,-1599.01834277,1,1035.5458343,1
9.25766045167,-821.57371304,0,777.543644652,0
112.339506501,99.6139803324,0,169.438859425,0
73.4807918778,-16.1212748495,0,58.0369582491,0
1312.28634555,1034.33611428,2,272.111779415,0
894.156867528,941.160098651,2,161.741641163,0
700.867405562,1496.52286781,2,595.552730455,0
875.950458683,901.492713938,2,196.797539769,0
1150.5387225,1078.71968415,2,130.018097433,0
1160.79202246,1035.83443908,2,122.546901294,0
912.748233432,1371.42024595,2,385.565790821,0
496.563984416,-380.390644788,0,581.074335657,0
-110.478878846,-8.00556939765,0,137.955064982,0
1671.12148832,-833.572735811,1,327.217184951,0
-58.5918749344,-44.4882488384,0,81.2508717082,0
1028.70158264,-816.496502129,1,953.351687216,1
1098.44437993,1303.85579415,2,301.32341101,0
858.726713053,931.178143441,2,198.208669891,0
-109.682253057,76.5227828415,0,179.094563208,0
1409.79021525,1167.02253876,2,401.208689545,0
2095.02024207,-1033.46234418,1,141.732292293,0
1788.14150572,-1151.87416533,1,259.971904298,0
914.954650878,1079.19570328,2,145.173376896,0
1413.26875281,751.37972994,2,451.757103069,0
2341.96970625,-941.269154984,1,372.602011128,0
907.543654474,1215.15705662,2,246.694964413,0
1281.71259314,1254.11544877,2,343.963679209,0
618.816059283,1159.07409166,2,448.838286165,0
1874.05352179,-782.798347498,1,207.171476572,0
943.837633153,904.26113373,2,142.424710951,0
359.845990505,220.159608181,0,428.430594992,0
2139.53403725,-1307.0927931,1,380.536877617,0
1995.65497103,-1173.80848155,1,209.05959703,0
783.024879964,591.186911153,2,490.402673003,0
972.249969723,949.334203331,2,90.7058801364,0
203.128669246,-589.304496377,0,574.254156525,0
2150.44416234,-1012.69225921,1,186.108662132,0
1647.23402757,-940.790707325,1,323.981672975,0
2096.9555624,-1295.20398075,1,352.477329578,0
886.112235195,830.286903313,2,236.014542608,0
-11.2774924874,-52.6364083506,0,34.9818647895,0
61.645393227,-72.5436007668,0,48.2332306172,0
990.635567044,1222.06125139,2,220.039474507,0
-183.973566191,-179.102253549,0,246.799570983,0
1240.68695896,1075.73104219,2,210.439749444,0
1612.37539956,-1104.57063717,1,383.618591772,0
-45.1113289315,22.425242519,0,94.9967894401,0
811.336502708,1031.3007293,2,231.297981827,0
656.446489584,629.330429876,2,539.999911719,0
21.2183772162,79.2182102615,0,123.372166911,0
1005.20851324,820.521421296,2,190.921521572,0
1748.17359109,-854.258374279,1,248.704724973,0
1894.1195816,-912.051453571,1,93.4502276163,0
2275.97091768,-1097.18114579,1,332.594359833,0
1788.56818104,-824.409476544,1,230.493901249,0
-134.191625668,68.6363775443,0,193.188133873,0
1651.18925727,219.985199905,2,996.341883821,1
1956.78597176,-1053.83506183,1,88.5552066578,0
119.037683124,520.699222833,0,573.008387458,0
-107.602942441,165.866830241,0,247.129896911,0
-22.360507164,1.90470541633,0,64.3996663892,0
1262.83365365,868.074477939,2,261.876905366,0
-0.266396538293,-91.7235256646,0,52.8129144837,0
2349.77144873,-1116.78104883,1,408.302295849,0
1745.49624682,-694.197375974,1,352.898955445,0
579.271655621,1272.35749866,2,532.460058007,0
1068.86203408,598.21064406,2,410.675599616,0
672.897500634,1847.61908109,2,916.975440463,0
200.626470811,-982.202155191,0,954.78943574,1
974.607255208,576.204297054,2,436.910543542,0
69.5024461355,-221.071525819,0,183.022337591,0
-33.7357504166,-162.773836718,0,131.350506369,0
1968.67008522,-1033.67748092,1,67.3918869665,0
2095.12334983,-1051.36511048,1,151.125675615,0
1030.92605554,961.340599612,2,47.8039899114,0
-73.3576622534,-95.6388561556,0,108.952375941,0
319.212785998,-996.605028086,0,997.558834776,1
1446.87823075,878.5106961,2,425.591337818,0
-133.553155149,-96.5483449476,0,164.766693074,0
1115.81125343,1282.8857993,2,284.793236974,0
15.0852789117,-31.6722550971,0,14.5922388408,0
1402.02121739,854.198729772,2,391.98712039,0
88.8055927537,-254.576695956,0,220.582713259,0
1024.81599883,1056.82343094,2,51.6085502833,0
901.147725971,1417.87437585,2,433.251806058,0
322.638641388,-1008.46638906,0,1009.90241817,1
1495.39641803,-532.845921603,1,642.909620288,0
938.464998692,725.222742065,2,300.920782362,0
2170.26891697,-1070.6164554,1,225.621316532,0
-131.743435712,-23.588215631,0,155.764219683,0
86.9371120889,-272.660168288,0,237.383019791,0
-32.7416764234,-49.2377838891,0,55.6334910176,0
2488.15143569,-822.360949334,1,537.571467735,0
1983.06454486,-881.500169287,1,85.771788847,0
37.78983713,-123.19555757,0,80.4851993118,0
698.946258928,747.110233318,2,430.534935789,0
2146.66686238,-1240.03600733,1,325.679007267,0
1936.94893201,-719.140696762,1,249.390392077,0
1719.87367256,-593.325722943,1,449.199593491,0
1947.81713113,-938.64550558,1,35.5861057228,0
1523.93603265,-223.49828185,1,866.555964811,0
1345.9096434,903.746723802,2,321.800156468,0
2308.23805552,-1187.08118889,1,403.740197172,0
1166.49638686,696.407065833,2,335.719036964,0
-25.3516579668,23.2461626945,0,82.7441660571,0
195.136251982,-137.827559562,0,196.277790597,0
2045.82977539,-984.567870577,1,77.7946376777,0
160.772930617,-105.074331648,0,150.956862486,0
1900.27128641,-1444.87869941,1,483.658865315,0
1.88308767317,61.6548785021,0,107.820869175,0
1938.29307597,-1175.1109715,1,211.232950727,0
-141.075135566,2.39427016168,0,170.219225233,0
98.8066047406,20.3157563438,0,99.7688767091,0
1000.31975417,1124.34886406,2,123.434101777,0
1936.69024136,-952.097638408,1,36.4053113219,0
2232.16708916,-780.879792191,1,320.941653614,0
1966.79836156,-1246.82436765,1,280.541926783,0
1888.85916041,-1286.74558344,1,330.607367618,0
0.324784274945,165.869296067,0,211.199010179,0
781.973157602,1104.82551524,2,276.968624917,0
806.895060726,648.430908069,2,429.286806443,0
944.723253704,-1435.91911176,1,1127.90133644,1
1045.13563817,633.273443502,2,374.715325347,0
128.287109665,5.44154750136,0,116.689037691,0
2294.95351056,-1111.59790159,1,355.765576413,0
-30.0876021468,29.517790744,0,90.6003078174,0
562.407107986,-490.775996914,0,700.5765886,0
112.645369545,157.250509239,0,220.585701101,0
52.9404927026,-58.0845529361,0,33.3362934983,0
983.564687477,1332.10347823,2,329.261807514,0
-143.148402402,201.611214262,0,296.459513215,0
2343.09995539,-1036.62165566,1,379.462625992,0
976.698697517,745.241303038,2,270.592116979,0
54.9783549311,144.222742904,0,191.120911473,0
2156.14013777,-1004.88228953,1,189.890764043,0
-219.889049194,99.8780128149,0,282.085078908,0
-86.4411895227,143.672484517,0,217.205682352,0
1687.43092221,-1439.85339404,1,551.555618255,0
879.614125513,932.813460738,2,178.440571922,0
89.7223139231,-364.075636581,0,326.883531791,0
1036.41877866,790.653594855,2,217.375441142,0
167.149133134,92.2446332856,0,198.695474196,0
1043.85393048,696.297220011,2,311.682703689,0
620.534020288,972.955551531,2,422.374746741,0
55.7730848306,1607.17573739,2,1153.5229869,1
56.6031241008,2.41892928984,0,57.6238138459,0
206.196505367,-1578.47917282,0,1545.27212394,1
726.874515078,1376.98244395,2,484.902544319,0
596.609111679,86.190713233,0,588.563595949,0
1134.5566001,889.429409018,2,150.731438327,0
812.445034625,1179.4686951,2,286.106750948,0
94.4588247982,197.06881953,0,251.673782803,0
2166.39908411,-910.843957519,1,203.877483873,0
713.290346714,-985.216640393,0,1167.29921182,1
2154.33019172,-711.737984487,1,314.171643641,0
951.005889272,832.93050555,2,197.028134023,0
1221.21118853,1301.53506104,2,344.227209068,0
46.914684865,9.83785692464,0,59.1826164525,0
323.190548605,1127.19966056,2,728.092845158,0
765.387965321,986.875159722,2,276.87174027,0
-56.4688644026,-8.08382220946,0,86.9571878746,0
639.58795036,1067.37541129,2,406.233857155,0
-25.7768061217,-60.0240639512,0,50.9714045346,0
1990.65000686,-1242.15824544,1,276.611325651,0
517.722664655,1428.86035634,2,671.895482788,0
-5.81521377689,-5.10497224483,0,48.3208703634,0
846.806281949,1263.68983985,2,321.372616121,0
-23.9119834989,-72.9650848927,0,54.7663607222,0
-42.5225843582,-29.0919224992,0,66.8966076772,0
1260.30385758,1126.65677,2,248.9603627,0
1879.82485046,-833.337709492,1,160.776940567,0
1949.52037264,-897.163247742,1,72.169077078,0
2066.68830988,-822.106542895,1,173.49584064,0
-116.088552087,-39.2882116087,0,138.83182467,0
-56.2410099636,157.508112849,0,216.539368857,0
2119.47209607,-1097.83206635,1,198.945048015,0
-164.844777248,104.121565256,0,239.040860158,0
-38.8692490342,1811.31665291,2,1346.27818449,1
-74.5244920245,130.342017415,0,199.725818333,0
909.827382051,736.559007754,2,301.645651007,0
-3.0251851399,38.034603392,0,86.1000482062,0
1881.5518824,-615.934268195,1,361.4119133,0
1841.74451554,-885.395385575,1,151.820144879,0
965.44239564,455.57856954,2,557.597482646,0
172.929488273,113.612824697,0,217.874146655,0
891.918149822,-44.4827805992,0,869.259941165,0
1072.68749098,874.660585091,2,136.919905397,0
164.369469981,23.4500850291,0,157.007112657,0
-134.415599402,47.7004141615,0,181.955718638,0
20.1134867573,-103.283427388,0,59.1926012573,0
1075.170152,745.309130143,2,264.81656901,0
66.9953522407,-60.9014574629,0,47.3976456234,0
2282.13509823,-939.574658459,1,313.068544066,0
2122.69884979,-1175.72816962,1,259.059430716,0
-126.637655759,76.9871527649,0,192.256098072,0
1931.90053294,-1181.23157482,1,218.315828623,0
81.2870074927,33.4304281259,0,97.2386823391,0
-34.8859082262,68.5169437458,0,126.507593658,0
1814.9069492,-692.250372717,1,314.998196496,0
1924.53883195,-1107.76876217,1,148.655077641,0
1302.76807886,1022.19567528,2,261.700095932,0
-74.8651543934,-30.4031126129,0,98.4869219096,0
1937.62970985,-719.000374861,1,249.43963025,0
1921.93836888,-881.823247093,1,97.2983745846,0
950.244279995,540.81142858,2,475.980198089,0
33.0370743513,88.4741204203,0,133.025176061,0
-117.808144348,69.410520564,0,180.626124113,0
-169.598820271,565.849374596,0,639.575330125,0
-101.843252016,-32.1978486375,0,125.073489017,0
108.157559456,60.832883514,0,135.390546519,0
1827.0130544,-627.115613388,1,368.175861242,0
1145.86103666,900.931540978,2,149.526004311,0
1978.3322145,-614.785592197,1,351.611421776,0
77.3621368487,36.1443676152,0,97.154434134,0
2171.11190617,765.286336576,2,1155.4309593,1
-74.837628352,36.1960447449,0,126.333777883,0
225.588452528,1491.84728739,2,948.564484727,1
1718.43081035,-1130.47361996,1,300.573627634,0
926.285883858,863.332400059,2,184.889512541,0
10.8483594541,125.349995735,0,169.906490078,0
2345.23208437,-643.254465369,1,494.977086474,0
865.670945543,840.545381697,2,242.757542147,0
2085.06218936,-1144.12050242,1,211.683987703,0
2057.24762036,-626.250289217,1,351.015073299,0
48.3287419539,36.5173516784,0,84.6491419315,0
2122.02955245,-1029.28911206,1,164.367019506,0
1428.18594024,-1356.70494372,1,667.984441059,0
-27.8533738123,6.95720659553,0,71.853452836,0
155.773516125,-10.9693668192,0,137.187197088,0
2004.65658086,-721.520324594,1,247.194740188,0
1918.00909612,-1399.63196756,1,436.461604733,0
1924.60481221,-1302.20803679,1,338.986535223,0
799.404214593,911.1061037,2,260.713004786,0
-93.7527244245,28.5723576695,0,137.256749228,0
48.8166122521,-100.899164545,0,62.4918474467,0
1219.24070336,609.298664804,2,436.517106934,0
1960.40549091,-1244.19461692,1,278.064328962,0
1010.81649443,1240.35273868,2,234.393102834,0
2008.26300227,-1158.14076875,1,195.575354445,0
744.874072831,785.878915604,2,370.519809622,0
108.969354335,-103.756947183,0,104.895761622,0
880.898661222,1014.70530239,2,160.697395986,0
1802.92134934,-1140.32265263,1,241.387954037,0
1128.51980678,909.317456005,2,131.577972682,0
1160.73965685,735.286160963,2,297.63351912,0
1184.34378738,920.471566866,2,167.551000243,0
-41.7662843783,-126.305028538,0,104.406431951,0
2373.19691365,-1508.12711762,1,675.256936843,0
779.895280222,1093.87658527,2,275.30572975,0
126.655065596,-129.19824695,0,134.34765823,0
1664.59477173,-824.251322398,1,337.015089651,0
983.773051847,1118.3911983,2,124.578815754,0
2006.30211063,-857.859161547,1,114.292487861,0
1081.13903468,950.479208557,2,69.8577338003,0
842.722118049,936.383017805,2,211.233292742,0
-22.5565144301,142.491400312,0,192.03575113,0
178.593595416,-134.066764937,0,180.004579576,0
1293.32112911,1069.37833064,2,259.244108388,0
1520.33178621,1010.69622936,2,478.884666446,0
-291.414453211,1387.99804068,2,1385.98753072,1
1152.93388714,-1094.52899867,1,827.273531459,0
1993.89301365,-1129.0402728,1,164.45140227,0
2170.55512522,-648.959839522,1,375.29337206,0
-108.440154163,206.561763355,0,282.915105153,0
2102.91257032,-850.604537806,1,176.057511003,0
-83.77418465,54.4311017259,0,145.069725545,0
154.145721497,-64.6490164308,0,133.076447253,0
1961.68760337,-1036.38535105,1,70.5984093305,0
-76.9306689454,-1534.72488696,0,1493.90250895,1
106.760061534,198.144185107,0,256.471105973,0
2410.69559948,-373.575735248,1,738.480681519,0
30.5935842269,-42.3813060981,0,8.12906618036,0
1301.95516317,692.509292446,2,409.116479042,0
2346.7208757,-880.221511805,1,386.226324739,0
1308.11933114,-1028.72720746,1,665.026555447,0
1673.95686488,-1071.0605819,1,314.228916996,0
92.6524260226,-292.523082438,0,258.051502759,0
15.8648116036,-573.17799516,0,529.076058069,0
-27.9659158493,4.73806799534,0,70.3734117246,0
-164.223721169,154.564864838,0,272.783266699,0
1182.69923841,-734.336544201,1,820.963539719,0
2285.74794833,-1000.62557492,1,317.399525306,0
2276.06723419,-756.484253156,1,370.908153405,0
2209.57851335,-943.701550306,1,240.433561059,0
-34.9479084497,-129.109356412,0,102.651449241,0
22.7351899722,277.072506683,0,321.218069619,0
102.791817041,250.775254627,0,305.61359248,0
2308.21036892,-1370.19274467,1,526.660498417,0
738.179227744,1152.42018962,2,335.91930062,0
2016.79480248,-1443.41298259,1,479.378703067,0
677.257655187,1435.6686279,2,561.751850109,0
1958.07869592,-918.557140326,1,49.2630077739,0
132.566460986,-32.0894088759,0,110.567446292,0
527.14659784,528.017651317,2,703.468496028,0
1085.14267164,1068.5678743,2,74.703695739,0
-50.194787182,74.1299778028,0,138.912454058,0
5.60673071735,-53.0653157973,0,19.2436297547,0
88.9454502455,-132.861020696,0,110.744859044,0
11.8447299025,-40.062106749,0,11.5588613931,0
271.626254345,-823.836754237,0,818.476281485,0
1043.89318226,1456.52496974,2,448.560906235,0
1347.30432953,108.545746924,2,950.004798783,1
-29.521730242,98.9644286482,0,152.326031608,0
1949.63716875,-1020.40753376,1,57.883564181,0
95.6398241193,159.830400214,0,216.639092579,0
1781.96804154,-802.943494164,1,249.241413211,0
757.556313726,605.614400959,2,492.431698306,0
1877.46698324,-1088.05191862,1,153.048858441,0
1086.19184897,1084.60621408,2,88.7378172174,0
1779.06429871,-1011.79352412,1,196.483861854,0
-44.3009880318,185.336912427,0,239.051762288,0
-6.29665928088,35.6794912864,0,84.9142271752,0
1887.97841427,-1098.69644028,1,155.852325674,0
2111.7084067,-1161.27878548,1,240.909507355,0
1119.33730744,1030.63297856,2,81.1125910722,0
1036.17113216,1185.01172036,2,177.119858123,0
694.28667558,820.109701307,2,394.73726789,0
-177.729313718,-51.5862650169,0,200.525682955,0
-87.6246207157,55.3799438384,0,148.551814355,0
1429.83973,620.178807131,2,548.839994727,0
1006.29705207,1073.11728154,2,74.0280411706,0
1056.46524504,928.032662634,2,81.3351062461,0
1027.07212083,1194.04290039,2,186.627251154,0
-15.2756635984,-133.491514623,0,97.0653612551,0
-73.1845390974,120.276041378,0,190.31633081,0
8.14281741427,-160.277212017,0,117.035296125,0
2437.92278069,-759.682461039,1,511.319582862,0
1956.25695332,-1056.9084774,1,91.6733155383,0
924.231312015,1035.94741856,2,120.515813236,0
-49.4407878401,-585.958372981,0,546.588881918,0
1981.19816418,1144.09870763,2,949.551623033,1
-26.032188206,45.2175915577,0,101.767051897,0
1143.37296559,917.174474132,2,136.496336724,0
1783.51327121,-883.766970218,1,204.126812473,0
1918.76066316,-1141.82447743,1,182.906318348,0
1771.79498734,-946.320295144,1,199.418367102,0
26.7735543563,1.60360175405,0,45.9338737648,0
1363.80600844,1432.17215193,2,532.782443743,0
-44.3861695522,-657.273546451,0,616.782695025,0
1327.54260077,882.350667976,2,312.452518643,0
68.6893524518,-54.2640012979,0,47.1300663923,0
-106.848009452,-85.6686076179,0,136.000152487,0
617.963742079,1321.35343071,2,526.83344826,0
2105.87670722,236.395507287,1,1210.32627512,1
1607.71009721,-1210.76937297,1,437.229491494,0
2014.03089293,-737.372644805,1,233.086880555,0
2252.27336749,-1003.06042685,1,284.448674735,0
1129.58757564,937.70042893,2,112.717711312,0
-63.6377872819,-91.4128873376,0,98.3931452476,0
-31.5660134008,88.2409826149,0,143.061065131,0
2362.84940111,-1102.79877761,1,415.688633092,0
-162.485263479,58.3019501943,0,211.597780131,0
1883.25812812,-781.808053687,1,203.958366757,0
569.031605567,1431.51238478,2,634.48507707,0
163.251544618,67.5863727227,0,179.584217322,0
885.851893266,541.321425706,2,491.90834991,0
2131.86722883,-850.493835596,1,198.859208152,0
22.2595972651,-3.14316007625,0,41.0043318232,0
1590.43118277,-775.309319596,1,425.100367269,0
1863.83639572,-751.449990346,1,239.743942817,0
44.8014922154,50.2378127481,0,96.9460776768,0
984.080085247,876.087507456,2,143.822948872,0
2128.40695729,-807.823321763,1,223.924677251,0
1847.90388187,-774.970162717,1,227.083727782,0
907.116327869,1161.40554496,2,203.934057982,0
1871.38343633,-989.675009859,1,101.552244737,0
1676.27011368,-1310.2513759,1,452.438723202,0
1345.13093459,783.267618911,2,377.770590519,0
1341.80167509,1355.32817802,2,459.200853413,0
